zipcode,Total Students Enrolled_x,Average_School_Rating,MEDIAN HOUSEHOLD INCOME,MEDIAN INCOME BLACK/AA,MEDIAN INCOME INDIGENOUS PEOPLE,MEDIAN INCOME ASIAN,MEDIAN INCOME HAW/PAC ISLANDER,MEDIAN INCOME OTHER RACE,MEDIAN INCOME MIXED RACE,MEDIAN INCOME WHITE/NOT LATINO,MEDIAN INCOME HISPANIC/LATINO,o25_10th_grade_attained_ratio,o25_11th_grade_attained_ratio,o25_12th_grade_started_ratio,o25_high_school_completed_ratio,o25_ged_attained_ratio,o25_less_one_yr_college_ratio,o25_more_one_yr_college_ratio,o25_assoc_degree_completed_ratio,o25_bach_degree_completed_ratio,o25_masters_degree_completed_ratio,o25_professional_degree_completed_ratio,o25_doctoral_degree_completed_ratio,married_ratio,female_hoh_ratio,male_hoh_ratio,non_family_ratio,POPULATION_TOTAL,population_white_ratio,population_black_aa_ratio,population_indigenous_ratio,population_asian_ratio,population_haw_pac_islander_ratio,population_other_ratio,population_mixed_ratio,population_hispanic_latino_ratio,Theft Count_x,latitude_x,longitude_x,Substance Abuse Count_x,Violent Count_x,Miscellaneous Count_x,Theft Count_y,latitude_y,longitude_y,Substance Abuse Count_y,Violent Count_y,Miscellaneous Count_y,School Name,School Rating,School Address,City,Grades,Total Students Enrolled_y,Students Per Teacher,District,total_school_rating_points,San Diego County Zip Codes
91910,15136,6.237381078224101,53890,54475,43287,69688,85417,56894,55625,61745,46579,0.01333645297145531,0.019458742785836845,0.03934643581344564,0.17830681640929652,0.0490563094681017,0.0662533146155046,0.19004445484323818,0.0871548900327562,0.15613788800499143,0.05915613788800499,0.014096864763687413,0.005088909686476369,0.6250995562635112,0.24917510524519285,0.12248264876550233,0.0032426897257936058,77302,0.23202504463015186,0.0381102688158133,0.0015135442808724225,0.09825101549765854,0.0036350935292747922,0.0017981423507800575,0.025031693875966987,0.599635197019482,645,32.637,-117.05,251,304,273,645,32.637,-117.05,251,304,273,Discovery Charter School,9,1100 Camino Biscay, Chula Vista,K-8,928,26:1,Chula Vista Elementary,8352,91910
91910,15136,6.237381078224101,53890,54475,43287,69688,85417,56894,55625,61745,46579,0.01333645297145531,0.019458742785836845,0.03934643581344564,0.17830681640929652,0.0490563094681017,0.0662533146155046,0.19004445484323818,0.0871548900327562,0.15613788800499143,0.05915613788800499,0.014096864763687413,0.005088909686476369,0.6250995562635112,0.24917510524519285,0.12248264876550233,0.0032426897257936058,77302,0.23202504463015186,0.0381102688158133,0.0015135442808724225,0.09825101549765854,0.0036350935292747922,0.0017981423507800575,0.025031693875966987,0.599635197019482,645,32.637,-117.05,251,304,273,645,32.637,-117.05,251,304,273,Casillas (Joseph) Elementary,8,1130 East J Street, Chula Vista,K-6,441,17:1,Chula Vista Elementary,3528,91910
91910,15136,6.237381078224101,53890,54475,43287,69688,85417,56894,55625,61745,46579,0.01333645297145531,0.019458742785836845,0.03934643581344564,0.17830681640929652,0.0490563094681017,0.0662533146155046,0.19004445484323818,0.0871548900327562,0.15613788800499143,0.05915613788800499,0.014096864763687413,0.005088909686476369,0.6250995562635112,0.24917510524519285,0.12248264876550233,0.0032426897257936058,77302,0.23202504463015186,0.0381102688158133,0.0015135442808724225,0.09825101549765854,0.0036350935292747922,0.0017981423507800575,0.025031693875966987,0.599635197019482,645,32.637,-117.05,251,304,273,645,32.637,-117.05,251,304,273,Clear View,8,455 Windrose Way, Chula Vista,K-6,502,20:1,Chula Vista Elementary,4016,91910
91910,15136,6.237381078224101,53890,54475,43287,69688,85417,56894,55625,61745,46579,0.01333645297145531,0.019458742785836845,0.03934643581344564,0.17830681640929652,0.0490563094681017,0.0662533146155046,0.19004445484323818,0.0871548900327562,0.15613788800499143,0.05915613788800499,0.014096864763687413,0.005088909686476369,0.6250995562635112,0.24917510524519285,0.12248264876550233,0.0032426897257936058,77302,0.23202504463015186,0.0381102688158133,0.0015135442808724225,0.09825101549765854,0.0036350935292747922,0.0017981423507800575,0.025031693875966987,0.599635197019482,645,32.637,-117.05,251,304,273,645,32.637,-117.05,251,304,273,Chula Vista Hills Elementary,7,980 Buena Vista Way, Chula Vista,K-6,530,20:1,Chula Vista Elementary,3710,91910
91917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,32.61361,-116.73786,2,4,1,0,32.61361,-116.73786,2,4,1,,,,,,,,,,
92023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,33.0368,-117.2914,3,1,1,0,33.0368,-117.2914,3,1,1,,,,,,,,,,
92049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,33.1959,-117.3789,3,1,0,0,33.1959,-117.3789,3,1,0,,,,,,,,,,
91910,15136,6.237381078224101,53890,54475,43287,69688,85417,56894,55625,61745,46579,0.01333645297145531,0.019458742785836845,0.03934643581344564,0.17830681640929652,0.0490563094681017,0.0662533146155046,0.19004445484323818,0.0871548900327562,0.15613788800499143,0.05915613788800499,0.014096864763687413,0.005088909686476369,0.6250995562635112,0.24917510524519285,0.12248264876550233,0.0032426897257936058,77302,0.23202504463015186,0.0381102688158133,0.0015135442808724225,0.09825101549765854,0.0036350935292747922,0.0017981423507800575,0.025031693875966987,0.599635197019482,645,32.637,-117.05,251,304,273,645,32.637,-117.05,251,304,273,Feaster (Mae L.) Charter School,7,670 Flower Street, Chula Vista,K-8,1203,20:1,Chula Vista Elementary,8421,91910
91910,15136,6.237381078224101,53890,54475,43287,69688,85417,56894,55625,61745,46579,0.01333645297145531,0.019458742785836845,0.03934643581344564,0.17830681640929652,0.0490563094681017,0.0662533146155046,0.19004445484323818,0.0871548900327562,0.15613788800499143,0.05915613788800499,0.014096864763687413,0.005088909686476369,0.6250995562635112,0.24917510524519285,0.12248264876550233,0.0032426897257936058,77302,0.23202504463015186,0.0381102688158133,0.0015135442808724225,0.09825101549765854,0.0036350935292747922,0.0017981423507800575,0.025031693875966987,0.599635197019482,645,32.637,-117.05,251,304,273,645,32.637,-117.05,251,304,273,Hilltop Senior High,7,555 Claire Avenue, Chula Vista,9-12,2089,23:1,Sweetwater Union High,14623,91910
91910,15136,6.237381078224101,53890,54475,43287,69688,85417,56894,55625,61745,46579,0.01333645297145531,0.019458742785836845,0.03934643581344564,0.17830681640929652,0.0490563094681017,0.0662533146155046,0.19004445484323818,0.0871548900327562,0.15613788800499143,0.05915613788800499,0.014096864763687413,0.005088909686476369,0.6250995562635112,0.24917510524519285,0.12248264876550233,0.0032426897257936058,77302,0.23202504463015186,0.0381102688158133,0.0015135442808724225,0.09825101549765854,0.0036350935292747922,0.0017981423507800575,0.025031693875966987,0.599635197019482,645,32.637,-117.05,251,304,273,645,32.637,-117.05,251,304,273,Rancho del Rey Middle,7,1174 East J Street, Chula Vista,7-8,1757,23:1,Sweetwater Union High,12299,91910
91910,15136,6.237381078224101,53890,54475,43287,69688,85417,56894,55625,61745,46579,0.01333645297145531,0.019458742785836845,0.03934643581344564,0.17830681640929652,0.0490563094681017,0.0662533146155046,0.19004445484323818,0.0871548900327562,0.15613788800499143,0.05915613788800499,0.014096864763687413,0.005088909686476369,0.6250995562635112,0.24917510524519285,0.12248264876550233,0.0032426897257936058,77302,0.23202504463015186,0.0381102688158133,0.0015135442808724225,0.09825101549765854,0.0036350935292747922,0.0017981423507800575,0.025031693875966987,0.599635197019482,645,32.637,-117.05,251,304,273,645,32.637,-117.05,251,304,273,Halecrest Elementary,6,475 East J Street, Chula Vista,K-6,481,19:1,Chula Vista Elementary,2886,91910
91910,15136,6.237381078224101,53890,54475,43287,69688,85417,56894,55625,61745,46579,0.01333645297145531,0.019458742785836845,0.03934643581344564,0.17830681640929652,0.0490563094681017,0.0662533146155046,0.19004445484323818,0.0871548900327562,0.15613788800499143,0.05915613788800499,0.014096864763687413,0.005088909686476369,0.6250995562635112,0.24917510524519285,0.12248264876550233,0.0032426897257936058,77302,0.23202504463015186,0.0381102688158133,0.0015135442808724225,0.09825101549765854,0.0036350935292747922,0.0017981423507800575,0.025031693875966987,0.599635197019482,645,32.637,-117.05,251,304,273,645,32.637,-117.05,251,304,273,Hilltop Drive Elementary,6,30 Murray Street, Chula Vista,K-6,527,20:1,Chula Vista Elementary,3162,91910
91910,15136,6.237381078224101,53890,54475,43287,69688,85417,56894,55625,61745,46579,0.01333645297145531,0.019458742785836845,0.03934643581344564,0.17830681640929652,0.0490563094681017,0.0662533146155046,0.19004445484323818,0.0871548900327562,0.15613788800499143,0.05915613788800499,0.014096864763687413,0.005088909686476369,0.6250995562635112,0.24917510524519285,0.12248264876550233,0.0032426897257936058,77302,0.23202504463015186,0.0381102688158133,0.0015135442808724225,0.09825101549765854,0.0036350935292747922,0.0017981423507800575,0.025031693875966987,0.599635197019482,645,32.637,-117.05,251,304,273,645,32.637,-117.05,251,304,273,Mueller Charter (Robert L.) School,6,715 I Street, Chula Vista,K-12,1566,20:1,Chula Vista Elementary,9396,91910
91910,15136,6.237381078224101,53890,54475,43287,69688,85417,56894,55625,61745,46579,0.01333645297145531,0.019458742785836845,0.03934643581344564,0.17830681640929652,0.0490563094681017,0.0662533146155046,0.19004445484323818,0.0871548900327562,0.15613788800499143,0.05915613788800499,0.014096864763687413,0.005088909686476369,0.6250995562635112,0.24917510524519285,0.12248264876550233,0.0032426897257936058,77302,0.23202504463015186,0.0381102688158133,0.0015135442808724225,0.09825101549765854,0.0036350935292747922,0.0017981423507800575,0.025031693875966987,0.599635197019482,645,32.637,-117.05,251,304,273,645,32.637,-117.05,251,304,273,Rosebank Elementary,6,80 Flower Street, Chula Vista,K-6,577,19:1,Chula Vista Elementary,3462,91910
91910,15136,6.237381078224101,53890,54475,43287,69688,85417,56894,55625,61745,46579,0.01333645297145531,0.019458742785836845,0.03934643581344564,0.17830681640929652,0.0490563094681017,0.0662533146155046,0.19004445484323818,0.0871548900327562,0.15613788800499143,0.05915613788800499,0.014096864763687413,0.005088909686476369,0.6250995562635112,0.24917510524519285,0.12248264876550233,0.0032426897257936058,77302,0.23202504463015186,0.0381102688158133,0.0015135442808724225,0.09825101549765854,0.0036350935292747922,0.0017981423507800575,0.025031693875966987,0.599635197019482,645,32.637,-117.05,251,304,273,645,32.637,-117.05,251,304,273,Bonita Vista Middle,6,650 Otay Lakes Road, Chula Vista,7-8,1180,23:1,Sweetwater Union High,7080,91910
